farmer_id,barangay,elevation_masl,soil_pH,annual_rainfall_mm,mean_temperature_C,coffee_species,planting_system,farm_ownership,rsbsa_registered,years_in_farming,bearing_trees,non_bearing_trees,annual_yield_kg,processing_method,moisture_content_pct,defect_count_per_300g,selective_picking_practiced,farm_records_maintained,sales_records_maintained,cooperative_member,geographic_compliance,traditional_method_compliance,quality_linkage_documented,gi_ready
F0307,Lodlod,132.7,5.45,1335.0,24.9,Robusta,Agroforestry,Owned,Yes,38,37,40,178,Washed,13.35,19,Yes,No,Yes,Yes,Yes,No,No,0
F0308,Pinagtongulan,257.6,5.5,2237.4,24.2,Excelsa,Monocrop,Leased,Yes,16,269,37,939,Washed,11.2,15,Yes,Yes,No,Yes,Yes,No,Yes,1
F0309,San Francisco,369.7,6.7,1558.7,26.8,Robusta,Agroforestry,Owned,No,2,31,35,1183,Washed,9.22,2,Yes,Yes,Yes,Yes,Yes,No,No,1
F0310,San Francisco,495.4,6.12,3141.4,21.6,Liberica,Agroforestry,Owned,Yes,31,384,25,485,Washed,14.43,29,No,Yes,Yes,Yes,No,Yes,Yes,1
F0311,Tangob,259.4,6.05,1426.6,23.2,Liberica,Agroforestry,Owned,Yes,28,110,31,1692,Washed,9.77,1,Yes,No,No,No,Yes,No,No,1
F0312,Barangay IV,412.9,5.23,2007.2,24.6,Robusta,Agroforestry,Leased,Yes,7,48,95,906,Natural,14.69,34,Yes,Yes,Yes,Yes,Yes,Yes,No,0
F0313,Mojon,543.0,6.72,2675.8,22.7,Robusta,Monocrop,Owned,No,30,299,76,1684,Natural,12.43,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0314,Mojon,407.9,6.45,2609.1,22.8,Robusta,Monocrop,Owned,Yes,43,362,105,995,Washed,10.83,4,No,No,Yes,No,No,Yes,Yes,1
F0315,Sabang,216.5,5.14,2045.5,22.0,Liberica,Agroforestry,Owned,No,7,309,66,898,Washed,11.97,1,No,No,Yes,Yes,Yes,No,Yes,1
F0316,Latag,112.2,6.42,1893.0,24.1,Liberica,Agroforestry,Owned,Yes,36,179,100,1558,Washed,12.01,19,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0317,Pinagtongulan,535.0,6.09,1995.2,26.7,Liberica,Monocrop,Owned,Yes,29,305,30,958,Natural,9.14,33,Yes,No,No,No,Yes,No,Yes,1
F0318,Quezon,110.6,5.16,1728.6,20.8,Liberica,Monocrop,Owned,Yes,24,362,70,1053,Washed,11.13,33,Yes,No,No,No,No,Yes,Yes,0
F0319,Pangao,537.4,5.92,1610.7,27.4,Liberica,Agroforestry,Leased,No,39,139,16,1030,Natural,13.44,19,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0320,Quezon,364.5,5.97,2166.1,25.2,Excelsa,Monocrop,Owned,Yes,4,165,26,803,Washed,12.06,24,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0321,Barangay I,569.5,5.33,1737.1,26.4,Liberica,Agroforestry,Leased,No,29,83,21,273,Washed,10.47,19,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0322,Inosluban,499.4,6.89,1774.9,24.0,Liberica,Agroforestry,Leased,Yes,44,351,11,503,Washed,11.01,24,Yes,No,Yes,No,No,No,Yes,1
F0323,Banaybanay,599.0,6.7,2513.5,26.0,Liberica,Monocrop,Owned,Yes,5,99,111,411,Washed,14.18,13,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0324,Sampaguita,275.4,6.34,3137.1,19.1,Robusta,Agroforestry,Owned,Yes,29,76,72,1156,Natural,12.15,43,Yes,Yes,No,No,No,No,No,0
F0325,Dagatan,483.6,5.92,2407.3,26.4,Liberica,Agroforestry,Shared,No,30,245,41,518,Washed,12.17,42,No,No,Yes,No,Yes,No,Yes,1
F0326,Tambo,301.0,5.82,1354.0,19.4,Liberica,Agroforestry,Owned,Yes,29,209,42,1090,Washed,14.77,42,Yes,Yes,Yes,Yes,Yes,No,No,1
F0327,Pangao,339.9,6.3,1351.2,27.0,Liberica,Monocrop,Owned,No,26,341,100,1707,Washed,10.93,38,No,No,No,Yes,Yes,Yes,No,1
F0328,Pinagtongulan,413.8,6.09,3102.8,27.9,Liberica,Monocrop,Owned,No,19,236,15,1602,Washed,11.88,11,Yes,No,No,Yes,Yes,No,Yes,1
F0329,Pinagkawitan,536.8,5.12,1794.6,21.6,Excelsa,Agroforestry,Leased,No,26,357,5,1573,Washed,13.87,4,Yes,Yes,No,No,No,Yes,Yes,1
F0330,Barangay II,592.0,6.03,1384.1,20.9,Excelsa,Agroforestry,Owned,Yes,37,242,29,1796,Washed,13.55,1,Yes,No,No,Yes,Yes,Yes,No,1
F0331,Sampaguita,484.1,6.61,2398.1,25.9,Liberica,Agroforestry,Shared,Yes,27,275,46,1386,Washed,10.59,15,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0332,San Salvador,308.9,5.92,2447.3,21.3,Liberica,Agroforestry,Shared,No,30,95,56,426,Washed,9.91,29,Yes,Yes,Yes,No,Yes,No,Yes,1
F0333,San Carlos,310.7,5.1,2497.0,26.8,Robusta,Agroforestry,Owned,Yes,30,111,28,325,Natural,13.2,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0334,Mabini,468.8,6.57,1734.8,19.9,Liberica,Monocrop,Owned,Yes,3,223,57,136,Washed,10.55,37,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0335,Pinagkawitan,219.4,5.4,1230.2,20.1,Liberica,Agroforestry,Owned,Yes,43,117,111,889,Washed,14.54,44,Yes,No,No,No,Yes,Yes,No,0
F0336,Plaridel,155.2,5.52,3130.0,27.8,Liberica,Agroforestry,Owned,Yes,7,174,60,983,Washed,9.78,41,No,Yes,No,Yes,Yes,Yes,No,1
F0337,Sampaguita,277.3,5.33,1701.8,25.1,Excelsa,Agroforestry,Owned,Yes,9,100,67,559,Honey,10.91,23,Yes,Yes,Yes,No,No,Yes,Yes,0
F0338,Quezon,243.6,5.66,2552.1,26.6,Liberica,Agroforestry,Owned,Yes,41,201,85,1136,Washed,9.33,29,Yes,No,No,No,Yes,No,No,1
F0339,Latag,248.2,6.51,2613.3,21.9,Liberica,Monocrop,Owned,Yes,42,344,12,963,Washed,13.22,36,Yes,Yes,No,Yes,Yes,Yes,No,1
F0340,Poblacion Barangay,216.8,6.04,2420.0,25.1,Robusta,Agroforestry,Owned,Yes,13,95,63,317,Honey,14.35,38,No,No,No,No,Yes,No,Yes,0
F0341,Lumbang,121.0,5.41,1825.8,24.3,Liberica,Agroforestry,Owned,Yes,15,231,49,735,Washed,12.82,10,Yes,Yes,No,Yes,Yes,No,No,1
F0342,Quezon,108.9,6.76,1742.2,24.4,Liberica,Agroforestry,Shared,Yes,5,372,31,1514,Honey,14.63,13,No,No,No,No,No,No,Yes,0
F0343,Balintawak,593.9,6.76,2395.3,25.1,Arabica,Agroforestry,Owned,Yes,29,110,56,244,Washed,9.77,22,No,Yes,Yes,Yes,No,Yes,No,1
F0344,Halang,313.9,6.74,2932.2,24.2,Liberica,Agroforestry,Shared,Yes,35,235,22,1334,Washed,9.53,15,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0345,Malagonlong,292.2,5.48,3093.5,22.9,Robusta,Agroforestry,Owned,Yes,27,373,95,761,Natural,14.03,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0346,Santol,439.8,5.9,1411.8,21.5,Liberica,Agroforestry,Owned,Yes,27,69,90,1512,Natural,14.13,3,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0347,Plaridel,209.1,6.97,1509.7,25.9,Liberica,Agroforestry,Owned,Yes,8,259,20,373,Washed,13.99,32,No,No,Yes,No,Yes,No,No,0
F0348,Balintawak,575.0,6.54,3089.5,21.0,Liberica,Agroforestry,Owned,No,32,57,70,223,Honey,13.79,13,Yes,Yes,No,No,Yes,No,Yes,0
F0349,San Lucas,493.2,5.05,2673.1,25.2,Liberica,Agroforestry,Owned,Yes,20,126,9,187,Washed,11.17,18,Yes,Yes,No,No,No,No,Yes,1
F0350,Mabini,144.7,5.13,2966.0,21.1,Liberica,Monocrop,Shared,No,10,236,86,494,Natural,10.3,4,Yes,Yes,No,Yes,No,No,Yes,1
F0351,Poblacion Barangay,308.8,5.93,1605.3,24.6,Excelsa,Agroforestry,Shared,Yes,13,371,7,133,Washed,14.57,35,Yes,No,Yes,Yes,Yes,Yes,No,1
F0352,Lodlod,539.6,6.82,2375.2,25.7,Liberica,Agroforestry,Owned,Yes,29,42,95,63,Washed,10.84,30,Yes,No,Yes,No,No,No,Yes,1
F0353,Lumbang,572.4,6.08,2602.3,21.0,Liberica,Agroforestry,Owned,Yes,35,53,85,1155,Honey,11.39,44,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0354,Bagong Pook,333.7,6.0,2560.2,19.5,Liberica,Agroforestry,Owned,Yes,8,174,84,668,Honey,13.2,17,Yes,Yes,Yes,No,No,Yes,Yes,1
F0355,Mojon,406.7,5.21,2016.3,20.2,Robusta,Monocrop,Owned,Yes,29,377,74,1779,Washed,10.76,43,Yes,Yes,Yes,No,No,No,No,0
F0356,Santol,183.5,6.31,1230.8,24.5,Liberica,Agroforestry,Owned,Yes,31,354,119,354,Washed,13.91,30,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0357,Bagong Pook,595.6,6.64,2365.9,26.6,Liberica,Monocrop,Owned,Yes,41,301,11,720,Washed,9.42,29,No,Yes,Yes,No,Yes,Yes,Yes,1
F0358,Maraouy,215.8,5.76,1706.2,19.4,Liberica,Agroforestry,Owned,Yes,30,346,54,621,Washed,13.75,20,Yes,Yes,No,No,No,Yes,Yes,1
F0359,Dagatan,571.4,6.55,2100.5,25.6,Liberica,Agroforestry,Owned,Yes,22,353,18,170,Washed,12.61,29,No,Yes,Yes,No,No,Yes,Yes,1
F0360,San Lucas,424.8,6.93,3115.2,22.1,Liberica,Monocrop,Owned,No,21,395,42,503,Washed,12.44,40,Yes,No,No,Yes,No,Yes,No,0
F0361,Quezon,403.9,5.41,1998.1,23.3,Excelsa,Agroforestry,Owned,Yes,12,296,108,1084,Washed,11.75,3,Yes,Yes,Yes,Yes,Yes,No,No,1
F0362,Barangay V,356.3,6.05,2879.6,27.4,Liberica,Agroforestry,Owned,Yes,11,373,83,913,Natural,10.66,4,No,No,No,Yes,Yes,No,No,1
F0363,Talisay,215.3,5.57,1577.1,22.0,Liberica,Agroforestry,Shared,Yes,2,234,115,92,Washed,11.78,40,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0364,San Jose,188.3,6.59,2544.9,23.2,Liberica,Monocrop,Owned,Yes,41,295,51,1613,Washed,11.7,44,No,No,Yes,Yes,Yes,No,No,1
F0365,Pinagkawitan,210.2,6.16,3154.0,19.1,Excelsa,Agroforestry,Shared,No,2,213,116,1140,Washed,12.5,9,No,Yes,Yes,No,Yes,Yes,Yes,0
F0366,Santol,193.2,6.27,1403.8,19.7,Liberica,Monocrop,Leased,Yes,34,181,37,333,Washed,10.69,26,Yes,Yes,No,No,Yes,Yes,Yes,1
F0367,Maraouy,489.8,6.6,1216.6,21.3,Liberica,Agroforestry,Shared,Yes,3,21,47,1114,Washed,9.47,15,Yes,No,Yes,No,Yes,Yes,No,1
F0368,Sampaguita,275.1,5.79,2067.2,19.3,Liberica,Monocrop,Leased,No,16,316,95,425,Washed,9.87,29,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0369,Malagonlong,128.9,6.83,1385.3,24.7,Liberica,Agroforestry,Leased,Yes,4,130,33,363,Natural,13.2,12,Yes,Yes,No,No,Yes,No,Yes,0
F0370,Mabini,584.6,6.07,2696.8,22.8,Liberica,Monocrop,Shared,Yes,23,253,61,815,Natural,9.13,35,Yes,Yes,Yes,Yes,Yes,No,No,1
F0371,Bolbok,541.9,5.32,3029.1,23.9,Liberica,Agroforestry,Owned,No,20,161,105,440,Natural,14.14,20,Yes,No,Yes,No,Yes,Yes,Yes,1
F0372,Barangay III,563.9,6.39,2068.0,20.6,Liberica,Monocrop,Owned,Yes,25,161,9,313,Honey,13.17,44,Yes,Yes,Yes,No,Yes,Yes,No,1
F0373,San Benito,597.5,6.59,1717.4,21.7,Liberica,Agroforestry,Shared,Yes,30,197,97,495,Natural,13.61,39,Yes,No,No,No,No,No,No,0
F0374,Tangob,186.9,5.63,2068.8,25.0,Liberica,Agroforestry,Leased,Yes,18,22,100,109,Natural,14.02,44,No,Yes,Yes,No,Yes,Yes,Yes,1
F0375,Kayumanggi,298.1,6.71,2646.9,27.7,Liberica,Agroforestry,Shared,Yes,42,100,64,1745,Washed,9.74,14,No,Yes,Yes,No,Yes,No,Yes,1
F0376,Anilao,479.1,6.81,1218.1,19.5,Liberica,Agroforestry,Leased,Yes,11,209,74,813,Washed,13.93,19,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0377,Barangay IV,448.0,5.55,2378.9,27.0,Robusta,Agroforestry,Shared,No,29,83,6,1130,Washed,12.03,19,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0378,Cumba,176.9,6.97,2426.6,24.2,Arabica,Monocrop,Leased,Yes,17,265,74,762,Washed,14.31,44,Yes,Yes,No,Yes,No,No,Yes,0
F0379,Bubuyan,507.9,5.28,2475.4,24.1,Arabica,Monocrop,Leased,No,26,285,114,1593,Washed,14.32,4,Yes,No,Yes,Yes,Yes,Yes,No,1
F0380,Barangay VIII,212.2,5.4,1684.0,23.5,Excelsa,Agroforestry,Owned,No,23,337,47,1414,Washed,9.15,31,Yes,Yes,Yes,No,No,No,Yes,0
F0381,Lumbang,211.9,5.37,2628.1,19.6,Robusta,Monocrop,Shared,Yes,20,338,8,106,Natural,11.3,5,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0382,Calamias,368.5,6.79,1382.8,19.8,Robusta,Agroforestry,Leased,Yes,2,80,60,538,Washed,12.16,29,Yes,No,Yes,No,No,Yes,Yes,0
F0383,Pangao,396.5,6.31,1598.5,24.4,Liberica,Agroforestry,Leased,Yes,24,87,97,1217,Washed,13.07,25,No,No,Yes,Yes,No,No,No,1
F0384,Sabang,390.0,5.3,2954.9,22.1,Robusta,Monocrop,Leased,No,31,293,63,1062,Honey,10.72,36,No,No,Yes,Yes,Yes,Yes,No,0
F0385,Bagong Pook,145.7,5.88,2677.4,27.3,Liberica,Monocrop,Owned,No,27,139,93,1228,Washed,10.51,12,Yes,No,Yes,No,Yes,Yes,Yes,1
F0386,Poblacion Barangay,538.7,6.23,1227.5,22.7,Liberica,Monocrop,Owned,Yes,2,386,13,491,Washed,11.29,28,No,Yes,No,Yes,Yes,No,No,1
F0387,Lumbang,232.8,5.17,1696.8,20.3,Robusta,Agroforestry,Shared,Yes,14,52,7,1360,Washed,12.01,4,Yes,No,Yes,No,Yes,Yes,Yes,0
F0388,Lodlod,164.8,6.76,1628.8,25.4,Liberica,Monocrop,Owned,Yes,4,17,94,1641,Natural,14.71,24,Yes,Yes,Yes,No,Yes,Yes,Yes,0
F0389,Malagonlong,544.4,6.61,1741.6,21.6,Liberica,Agroforestry,Owned,No,13,22,52,274,Washed,13.57,12,No,Yes,Yes,Yes,No,No,Yes,1
F0390,Lodlod,577.8,6.01,1695.1,23.7,Excelsa,Agroforestry,Owned,Yes,36,222,47,151,Washed,11.58,23,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0391,Lodlod,531.1,6.93,1325.1,25.3,Liberica,Agroforestry,Leased,Yes,35,120,95,214,Washed,9.33,30,Yes,No,No,Yes,Yes,No,No,1
F0392,Santol,504.8,5.84,2117.9,27.1,Liberica,Monocrop,Leased,No,44,300,104,61,Washed,10.01,19,Yes,No,Yes,No,No,No,Yes,1
F0393,Barangay II,427.6,6.97,2665.5,26.1,Excelsa,Monocrop,Leased,Yes,8,32,100,1027,Washed,11.74,7,Yes,Yes,Yes,No,Yes,Yes,No,1
F0394,Calamias,375.4,6.34,2413.5,25.1,Robusta,Monocrop,Leased,Yes,2,311,5,791,Natural,13.88,8,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0395,Talisay,143.5,6.27,2545.7,25.1,Liberica,Agroforestry,Owned,Yes,6,263,61,598,Natural,11.28,20,Yes,Yes,Yes,No,No,Yes,No,1
F0396,San Carlos,304.2,5.33,1362.3,27.5,Liberica,Agroforestry,Owned,Yes,31,24,57,339,Natural,12.23,19,Yes,No,Yes,Yes,No,Yes,Yes,1
F0397,Quezon,286.3,6.76,3103.0,21.7,Liberica,Agroforestry,Owned,Yes,10,139,20,1425,Natural,14.35,14,Yes,Yes,Yes,No,Yes,No,Yes,1
F0398,Barangay IV,229.9,5.85,2877.0,19.0,Excelsa,Agroforestry,Leased,No,44,70,55,1709,Washed,14.48,25,Yes,No,Yes,No,No,No,Yes,0
F0399,Tambo,461.7,5.32,2810.2,21.4,Liberica,Agroforestry,Owned,Yes,21,124,116,859,Natural,10.29,41,Yes,Yes,No,No,Yes,Yes,Yes,1
F0400,Tambo,347.9,5.03,2846.0,21.0,Liberica,Monocrop,Leased,Yes,42,329,79,1649,Washed,9.26,10,No,No,Yes,No,Yes,Yes,No,1
F0401,Barangay I,140.5,6.12,3065.4,25.0,Liberica,Agroforestry,Owned,Yes,10,317,94,1021,Natural,10.83,36,Yes,No,Yes,Yes,Yes,No,Yes,1
F0402,San Jose,210.1,6.05,2288.5,24.7,Liberica,Agroforestry,Owned,Yes,23,334,108,1109,Washed,13.17,40,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0403,Banaybanay,441.6,6.44,1600.6,24.3,Arabica,Agroforestry,Shared,Yes,3,76,59,820,Washed,14.71,10,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0404,Barangay II,138.1,6.78,2433.6,19.1,Liberica,Agroforestry,Owned,No,32,258,5,1326,Washed,9.46,26,Yes,No,No,No,Yes,No,Yes,1
F0405,Tangob,525.6,5.16,2685.8,25.6,Robusta,Agroforestry,Leased,No,20,184,94,493,Washed,9.17,29,Yes,Yes,Yes,Yes,No,Yes,No,1
F0406,Poblacion Barangay,347.6,6.46,2675.8,21.9,Liberica,Monocrop,Owned,Yes,10,348,32,707,Washed,14.3,18,Yes,No,No,No,Yes,Yes,No,1
F0407,Pinagtongulan,340.3,5.37,2242.9,25.0,Robusta,Agroforestry,Owned,Yes,29,11,57,1509,Natural,13.49,33,No,Yes,Yes,No,No,No,No,0
F0408,Sampaguita,396.2,6.72,1336.9,24.0,Excelsa,Monocrop,Owned,Yes,41,181,62,1008,Washed,14.95,37,Yes,Yes,No,No,Yes,Yes,Yes,0
F0409,San Lucas,512.3,6.64,1942.2,22.1,Liberica,Agroforestry,Owned,No,34,343,77,699,Washed,11.38,22,Yes,No,Yes,Yes,No,Yes,No,1
F0410,Cumba,273.9,6.08,3041.5,20.2,Liberica,Agroforestry,Leased,Yes,37,293,64,1302,Natural,11.5,0,Yes,Yes,Yes,No,Yes,No,No,1
F0411,Bolbok,439.0,6.42,2368.9,19.8,Liberica,Agroforestry,Owned,No,20,63,63,727,Washed,10.03,2,Yes,No,No,No,Yes,No,Yes,1
F0412,Santol,382.9,5.63,2276.7,26.5,Robusta,Monocrop,Owned,Yes,8,76,112,1023,Natural,9.7,2,Yes,Yes,No,No,Yes,Yes,Yes,1
F0413,Pinagtongulan,233.5,5.94,1737.7,27.3,Liberica,Monocrop,Owned,No,7,111,26,107,Washed,12.47,27,Yes,No,Yes,Yes,No,Yes,No,0
F0414,Inosluban,539.3,6.64,1936.9,24.8,Excelsa,Agroforestry,Leased,No,6,129,12,563,Honey,11.19,13,No,Yes,Yes,Yes,No,Yes,Yes,0
F0415,Dagatan,498.7,5.92,2990.7,19.9,Robusta,Agroforestry,Leased,No,11,200,53,137,Washed,9.48,29,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0416,Inosluban,429.2,5.72,2532.9,22.6,Excelsa,Agroforestry,Owned,Yes,44,313,46,1326,Washed,14.32,4,No,Yes,No,Yes,Yes,Yes,Yes,1
F0417,Pangao,525.3,5.99,2774.8,25.6,Robusta,Agroforestry,Owned,Yes,18,56,31,793,Washed,10.19,14,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0418,Maraouy,533.6,6.66,2108.7,26.0,Liberica,Monocrop,Leased,Yes,42,231,43,44,Washed,13.49,37,Yes,Yes,No,Yes,No,Yes,No,1
F0419,San Carlos,454.2,5.67,2460.5,20.1,Liberica,Agroforestry,Leased,No,29,30,87,399,Honey,10.69,13,Yes,No,No,Yes,No,Yes,No,1
F0420,Maraouy,518.5,5.35,1696.8,19.0,Liberica,Agroforestry,Owned,Yes,25,167,29,1357,Washed,13.88,13,Yes,Yes,No,Yes,No,Yes,Yes,1
F0421,Lumbang,448.7,6.42,2610.9,25.4,Excelsa,Agroforestry,Leased,No,21,357,42,1725,Washed,9.71,7,No,No,Yes,Yes,No,Yes,No,1
F0422,Barangay V,440.1,6.65,2055.2,22.2,Robusta,Agroforestry,Leased,No,3,168,89,234,Washed,13.54,7,Yes,No,Yes,No,No,Yes,Yes,0
F0423,Barangay VIII,409.3,5.2,2085.1,21.3,Robusta,Agroforestry,Leased,Yes,18,386,28,1166,Natural,9.59,18,Yes,Yes,No,Yes,Yes,Yes,No,1
F0424,Anilao,476.4,5.48,2498.6,19.1,Liberica,Agroforestry,Leased,No,24,381,28,1733,Washed,11.68,31,No,Yes,No,Yes,No,No,No,0
F0425,Anilao,179.3,5.28,3072.6,23.9,Liberica,Monocrop,Shared,Yes,38,244,64,894,Honey,13.4,30,No,Yes,No,Yes,No,Yes,No,0
F0426,Sabang,540.4,5.7,1328.0,26.7,Robusta,Monocrop,Owned,Yes,10,159,87,1306,Washed,10.04,28,No,Yes,Yes,No,No,No,Yes,0
F0427,Poblacion Barangay,535.9,5.9,2849.5,27.6,Liberica,Agroforestry,Shared,Yes,27,266,54,470,Washed,10.71,40,No,Yes,No,No,Yes,No,Yes,1
F0428,Malagonlong,114.6,6.5,1784.8,24.1,Liberica,Monocrop,Owned,Yes,12,174,115,1239,Washed,14.19,10,Yes,No,Yes,Yes,Yes,Yes,No,1
F0429,San Lucas,512.9,6.3,2087.8,23.6,Robusta,Agroforestry,Leased,No,7,86,70,888,Natural,14.31,44,No,Yes,Yes,Yes,Yes,No,No,0
F0430,Tangob,164.4,6.24,1243.8,19.8,Liberica,Agroforestry,Owned,Yes,17,94,18,256,Natural,9.27,12,No,No,No,No,Yes,Yes,Yes,1
F0431,Anilao,267.6,5.7,1802.1,23.9,Liberica,Agroforestry,Owned,Yes,1,55,57,557,Washed,10.01,26,No,No,Yes,Yes,Yes,Yes,No,1
F0432,Cumba,471.8,6.68,2205.3,22.4,Liberica,Agroforestry,Leased,Yes,26,56,36,1721,Washed,9.7,18,No,Yes,No,Yes,Yes,Yes,Yes,1
F0433,San Jose,180.4,5.94,1312.4,24.5,Liberica,Agroforestry,Leased,No,15,222,110,383,Natural,10.08,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0434,Barangay I,509.0,6.96,2182.2,22.5,Arabica,Agroforestry,Owned,Yes,33,68,100,652,Washed,14.82,36,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0435,Lodlod,516.1,6.27,3054.2,21.2,Liberica,Agroforestry,Owned,No,37,63,96,1054,Washed,12.31,8,Yes,No,Yes,No,Yes,Yes,Yes,1
F0436,Pinagkawitan,353.7,5.25,1410.8,19.9,Liberica,Monocrop,Owned,Yes,31,351,52,1606,Washed,11.81,27,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0437,Balintawak,103.2,6.35,2728.9,21.8,Liberica,Agroforestry,Shared,Yes,35,21,43,1613,Washed,14.91,31,Yes,Yes,Yes,No,No,No,No,1
F0438,Barangay VIII,243.5,5.65,2019.3,19.9,Robusta,Agroforestry,Shared,Yes,1,201,44,956,Washed,12.34,2,No,No,No,No,No,Yes,Yes,0
F0439,Maraouy,408.5,6.37,2510.3,20.6,Liberica,Agroforestry,Owned,Yes,8,15,46,1473,Washed,12.97,31,Yes,Yes,No,No,Yes,Yes,Yes,1
F0440,Cumba,590.6,5.14,1720.5,27.9,Liberica,Agroforestry,Shared,No,12,318,115,1673,Washed,11.0,4,Yes,No,Yes,Yes,No,Yes,No,1
F0441,San Carlos,415.9,5.35,1519.0,23.0,Liberica,Agroforestry,Shared,Yes,19,153,108,1214,Natural,11.29,7,Yes,Yes,Yes,Yes,No,Yes,No,1
F0442,Lodlod,229.9,6.71,1520.9,23.8,Liberica,Monocrop,Owned,No,25,355,81,190,Washed,12.57,13,No,Yes,No,Yes,Yes,No,No,0
F0443,Pinagkawitan,417.0,5.45,1341.0,26.9,Liberica,Agroforestry,Leased,Yes,32,270,80,900,Natural,9.42,2,Yes,No,No,Yes,Yes,Yes,Yes,1
F0444,Bubuyan,370.0,6.67,1571.3,28.0,Excelsa,Agroforestry,Owned,Yes,12,82,12,1181,Washed,10.54,23,No,Yes,No,No,Yes,Yes,No,0
F0445,Pangao,489.9,5.56,2528.4,24.2,Excelsa,Agroforestry,Leased,No,13,183,83,1775,Natural,10.18,12,No,No,No,Yes,Yes,No,Yes,1
F0446,Barangay I,153.5,6.29,2963.4,26.3,Liberica,Agroforestry,Owned,No,28,241,30,1204,Washed,9.1,42,Yes,Yes,Yes,No,No,No,Yes,1
F0447,Pinagtongulan,480.5,6.39,2828.3,21.9,Liberica,Agroforestry,Owned,Yes,1,279,16,473,Natural,12.22,28,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0448,Barangay I,370.6,6.03,2570.3,21.8,Excelsa,Agroforestry,Owned,Yes,6,371,47,1524,Washed,12.37,7,No,Yes,Yes,No,Yes,Yes,Yes,1
F0449,Barangay VIII,581.5,5.61,1420.9,22.6,Liberica,Agroforestry,Owned,Yes,8,231,55,492,Natural,11.3,41,No,Yes,Yes,No,No,Yes,Yes,1
F0450,Cumba,270.9,5.43,1778.4,25.1,Excelsa,Agroforestry,Leased,Yes,4,61,114,1783,Washed,10.61,30,No,Yes,No,Yes,Yes,Yes,No,0
F0451,Maraouy,416.3,5.07,1819.6,25.1,Liberica,Agroforestry,Owned,No,5,125,95,1083,Washed,12.91,25,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0452,Maraouy,566.0,5.61,1699.9,21.8,Excelsa,Monocrop,Owned,No,25,35,86,502,Honey,9.81,17,No,Yes,No,Yes,Yes,Yes,No,0
F0453,Latag,151.3,6.31,2230.0,20.2,Robusta,Agroforestry,Shared,Yes,22,62,113,586,Washed,12.11,17,Yes,Yes,No,Yes,Yes,No,Yes,1
F0454,San Jose,568.6,6.88,2271.1,24.7,Excelsa,Monocrop,Owned,No,28,374,104,109,Washed,13.61,6,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0455,San Benito,443.9,6.74,1913.8,20.2,Robusta,Monocrop,Owned,Yes,39,38,67,1092,Honey,9.99,37,No,Yes,No,Yes,Yes,Yes,Yes,0
F0456,Quezon,133.9,6.53,1907.6,24.2,Liberica,Agroforestry,Shared,Yes,23,28,53,269,Washed,13.52,15,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0457,Pinagtongulan,250.5,6.58,2857.1,25.2,Excelsa,Agroforestry,Shared,Yes,4,312,119,586,Washed,13.56,32,No,Yes,No,No,Yes,Yes,No,0
F0458,San Carlos,454.1,6.33,2778.6,25.3,Liberica,Agroforestry,Owned,Yes,4,288,31,619,Honey,9.36,2,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0459,Lumbang,133.7,5.52,1815.6,25.8,Liberica,Monocrop,Owned,Yes,21,126,13,1390,Washed,9.11,37,No,No,Yes,Yes,Yes,Yes,No,1
F0460,Barangay VI,391.1,6.81,3027.6,26.9,Robusta,Agroforestry,Shared,Yes,37,115,43,1333,Natural,14.84,3,Yes,Yes,No,Yes,Yes,Yes,No,0
